scenario,is_conflict,number_of_conflicts,places_of_conflicts,conflict_vehicles,decisions,priority_order,waiting_times
"{""vehicles_scenario"": [{""vehicle_id"": ""V4809"", ""lane"": ""5"", ""speed"": 42.463744071969785, ""distance_to_intersection"": 163.04015360334108, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V6690"", ""lane"": ""1"", ""speed"": 48.445934883742666, ""distance_to_intersection"": 129.65293875325966, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V3875"", ""lane"": ""6"", ""speed"": 58.87857621169142, ""distance_to_intersection"": 208.85615898411, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V9475"", ""lane"": ""5"", ""speed"": 30.10435076482304, ""distance_to_intersection"": 423.2326376209482, ""direction"": ""south"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V6690', 'vehicle2_id': 'V3875'}]",['Potential conflict: Vehicle V3875 must yield to Vehicle V6690'],"{'V6690': 1, 'V3875': 2, 'V4809': None, 'V9475': None}","{'V6690': 0, 'V3875': 0, 'V4809': 0, 'V9475': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3628"", ""lane"": ""8"", ""speed"": 77.44327983111609, ""distance_to_intersection"": 298.76377666691417, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V4656"", ""lane"": ""3"", ""speed"": 24.31677067589959, ""distance_to_intersection"": 64.68411683257014, ""direction"": ""east"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V3628': None, 'V4656': None}","{'V3628': 0, 'V4656': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1999"", ""lane"": ""3"", ""speed"": 20.18553292452581, ""distance_to_intersection"": 459.25477409946797, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V3369"", ""lane"": ""2"", ""speed"": 77.89422339207047, ""distance_to_intersection"": 185.7100780099139, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V1918"", ""lane"": ""7"", ""speed"": 34.17327931598412, ""distance_to_intersection"": 414.30155012707263, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V5181"", ""lane"": ""1"", ""speed"": 45.32195454580294, ""distance_to_intersection"": 310.6176326289886, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V1999': None, 'V3369': None, 'V1918': None, 'V5181': None}","{'V1999': 0, 'V3369': 0, 'V1918': 0, 'V5181': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3031"", ""lane"": ""4"", ""speed"": 44.290208923750384, ""distance_to_intersection"": 379.3432904074658, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V6775"", ""lane"": ""6"", ""speed"": 63.802610026454616, ""distance_to_intersection"": 248.072283932058, ""direction"": ""south"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V3031': None, 'V6775': None}","{'V3031': 0, 'V6775': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4140"", ""lane"": ""6"", ""speed"": 55.507908574251864, ""distance_to_intersection"": 67.84165371774117, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V6344"", ""lane"": ""1"", ""speed"": 73.46936597222586, ""distance_to_intersection"": 425.11965193076946, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V4140': None, 'V6344': None}","{'V4140': 0, 'V6344': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9719"", ""lane"": ""6"", ""speed"": 33.90096192825762, ""distance_to_intersection"": 241.71957319796613, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V2346"", ""lane"": ""7"", ""speed"": 71.60244273968826, ""distance_to_intersection"": 434.11840002520233, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V6729"", ""lane"": ""5"", ""speed"": 66.27834711217238, ""distance_to_intersection"": 330.4523472570712, ""direction"": ""south"", ""destination"": ""D""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V9719', 'vehicle2_id': 'V2346'}, {'vehicle1_id': 'V2346', 'vehicle2_id': 'V6729'}]","['Potential conflict: Vehicle V9719 must yield to Vehicle V2346', 'Potential conflict: Vehicle V2346 must yield to Vehicle V6729']","{'V6729': 1, 'V2346': 2, 'V9719': 3}","{'V6729': 0, 'V2346': 0, 'V9719': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3062"", ""lane"": ""1"", ""speed"": 63.887022005640404, ""distance_to_intersection"": 97.92855580997563, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6978"", ""lane"": ""4"", ""speed"": 62.1554799731036, ""distance_to_intersection"": 394.5954678468749, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V5678"", ""lane"": ""7"", ""speed"": 53.488846465444865, ""distance_to_intersection"": 224.65729818149183, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V9654"", ""lane"": ""2"", ""speed"": 69.86241209009063, ""distance_to_intersection"": 400.2297110961681, ""direction"": ""north"", ""destination"": ""C""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V6978', 'vehicle2_id': 'V9654'}]",['Potential conflict: Vehicle V6978 must yield to Vehicle V9654'],"{'V9654': 1, 'V6978': 2, 'V3062': None, 'V5678': None}","{'V9654': 0, 'V6978': 0, 'V3062': 0, 'V5678': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7338"", ""lane"": ""5"", ""speed"": 66.71584567227015, ""distance_to_intersection"": 126.41231630205054, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V6946"", ""lane"": ""7"", ""speed"": 51.373989080897566, ""distance_to_intersection"": 206.22464381263254, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V7338': None, 'V6946': None}","{'V7338': 0, 'V6946': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3481"", ""lane"": ""6"", ""speed"": 53.03529595353411, ""distance_to_intersection"": 397.63167828321457, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V4963"", ""lane"": ""6"", ""speed"": 48.59330909276396, ""distance_to_intersection"": 168.0132285731297, ""direction"": ""south"", ""destination"": ""A""}]}",no,0,[],[],[],"{'V3481': None, 'V4963': None}","{'V3481': 0, 'V4963': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9981"", ""lane"": ""6"", ""speed"": 67.79566665956244, ""distance_to_intersection"": 381.99199861629694, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V6432"", ""lane"": ""5"", ""speed"": 48.32658242710717, ""distance_to_intersection"": 140.999246748506, ""direction"": ""south"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V9981': None, 'V6432': None}","{'V9981': 0, 'V6432': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4887"", ""lane"": ""6"", ""speed"": 33.38514267072069, ""distance_to_intersection"": 122.17654350612553, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V5532"", ""lane"": ""5"", ""speed"": 47.532686923567, ""distance_to_intersection"": 208.35654482732147, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V2638"", ""lane"": ""8"", ""speed"": 34.34523538174861, ""distance_to_intersection"": 168.83646519019376, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V1559"", ""lane"": ""4"", ""speed"": 21.439940314486968, ""distance_to_intersection"": 89.45142942598044, ""direction"": ""east"", ""destination"": ""G""}]}",yes,3,"['intersection', 'intersection', 'intersection']","[{'vehicle1_id': 'V4887', 'vehicle2_id': 'V1559'}, {'vehicle1_id': 'V5532', 'vehicle2_id': 'V2638'}, {'vehicle1_id': 'V5532', 'vehicle2_id': 'V1559'}]","['Potential conflict: Vehicle V1559 must yield to Vehicle V4887', 'Potential conflict: Vehicle V2638 must yield to Vehicle V5532', 'Potential conflict: Vehicle V1559 must yield to Vehicle V5532']","{'V4887': 1, 'V1559': 2, 'V5532': 3, 'V2638': 4}","{'V4887': 0, 'V1559': 1, 'V5532': 2, 'V2638': 2}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4306"", ""lane"": ""6"", ""speed"": 52.75604227112251, ""distance_to_intersection"": 87.9273121102044, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V6703"", ""lane"": ""5"", ""speed"": 48.78903657309482, ""distance_to_intersection"": 135.47163728229862, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V1184"", ""lane"": ""2"", ""speed"": 71.29979873183194, ""distance_to_intersection"": 471.72824008621643, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V8986"", ""lane"": ""5"", ""speed"": 31.185260914503903, ""distance_to_intersection"": 441.50276159756595, ""direction"": ""south"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V4306': None, 'V6703': None, 'V1184': None, 'V8986': None}","{'V4306': 0, 'V6703': 0, 'V1184': 0, 'V8986': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4788"", ""lane"": ""8"", ""speed"": 31.303993995309302, ""distance_to_intersection"": 297.0804135650226, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V8157"", ""lane"": ""4"", ""speed"": 43.8490111586703, ""distance_to_intersection"": 331.7497620171265, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V3356"", ""lane"": ""1"", ""speed"": 54.948663585977755, ""distance_to_intersection"": 124.04943889175394, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V4788': None, 'V8157': None, 'V3356': None}","{'V4788': 0, 'V8157': 0, 'V3356': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8557"", ""lane"": ""7"", ""speed"": 67.46132279207808, ""distance_to_intersection"": 205.82013934207785, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V9275"", ""lane"": ""7"", ""speed"": 23.339078003789126, ""distance_to_intersection"": 281.2349110042451, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V8700"", ""lane"": ""6"", ""speed"": 60.14028466312684, ""distance_to_intersection"": 358.19435599809793, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V4616"", ""lane"": ""2"", ""speed"": 33.013266869301845, ""distance_to_intersection"": 187.79886535073044, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V2315"", ""lane"": ""3"", ""speed"": 76.32540959654875, ""distance_to_intersection"": 93.9417741262408, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V8557': None, 'V9275': None, 'V8700': None, 'V4616': None, 'V2315': None}","{'V8557': 0, 'V9275': 0, 'V8700': 0, 'V4616': 0, 'V2315': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6117"", ""lane"": ""6"", ""speed"": 25.07841197805906, ""distance_to_intersection"": 424.5873154707916, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V2288"", ""lane"": ""1"", ""speed"": 68.76861280128003, ""distance_to_intersection"": 417.86050518304904, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V6117': None, 'V2288': None}","{'V6117': 0, 'V2288': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7606"", ""lane"": ""2"", ""speed"": 35.17885810811588, ""distance_to_intersection"": 154.934353647764, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V7955"", ""lane"": ""5"", ""speed"": 41.03926966776635, ""distance_to_intersection"": 379.9998223055702, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V4432"", ""lane"": ""4"", ""speed"": 31.202723321653338, ""distance_to_intersection"": 398.2368134082333, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V9186"", ""lane"": ""3"", ""speed"": 23.55649607308765, ""distance_to_intersection"": 378.98319138887456, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V7606': None, 'V7955': None, 'V4432': None, 'V9186': None}","{'V7606': 0, 'V7955': 0, 'V4432': 0, 'V9186': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4532"", ""lane"": ""1"", ""speed"": 36.38523785323234, ""distance_to_intersection"": 182.33480173215202, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V4625"", ""lane"": ""4"", ""speed"": 41.66919099869361, ""distance_to_intersection"": 224.93327522281268, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V9849"", ""lane"": ""1"", ""speed"": 59.06342222035557, ""distance_to_intersection"": 238.35980684331162, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V9601"", ""lane"": ""1"", ""speed"": 71.89578669604384, ""distance_to_intersection"": 447.6117099009367, ""direction"": ""north"", ""destination"": ""F""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V4532', 'vehicle2_id': 'V4625'}, {'vehicle1_id': 'V4625', 'vehicle2_id': 'V9601'}]","['Potential conflict: Vehicle V4625 must yield to Vehicle V4532', 'Potential conflict: Vehicle V9601 must yield to Vehicle V4625']","{'V4532': 1, 'V4625': 2, 'V9601': 3, 'V9849': None}","{'V4532': 0, 'V4625': 1, 'V9601': 0, 'V9849': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8833"", ""lane"": ""1"", ""speed"": 47.83063507603594, ""distance_to_intersection"": 129.51779199711095, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V3463"", ""lane"": ""6"", ""speed"": 38.60951991561883, ""distance_to_intersection"": 321.2749180317865, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V4201"", ""lane"": ""5"", ""speed"": 24.35882621139546, ""distance_to_intersection"": 105.61485818764123, ""direction"": ""south"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V8833': None, 'V3463': None, 'V4201': None}","{'V8833': 0, 'V3463': 0, 'V4201': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5843"", ""lane"": ""1"", ""speed"": 22.364061085096488, ""distance_to_intersection"": 150.2155539061464, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V3049"", ""lane"": ""1"", ""speed"": 49.910838798983754, ""distance_to_intersection"": 457.64009808855104, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V5843': None, 'V3049': None}","{'V5843': 0, 'V3049': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1532"", ""lane"": ""6"", ""speed"": 50.43104697851446, ""distance_to_intersection"": 322.22604362053085, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V3319"", ""lane"": ""1"", ""speed"": 53.62413154785981, ""distance_to_intersection"": 110.22009465785034, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6722"", ""lane"": ""2"", ""speed"": 59.63575123260782, ""distance_to_intersection"": 396.9756824124043, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V8203"", ""lane"": ""6"", ""speed"": 67.67205221942956, ""distance_to_intersection"": 392.8007484570104, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V5348"", ""lane"": ""1"", ""speed"": 73.14140997146913, ""distance_to_intersection"": 65.3731962400451, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V1532': None, 'V3319': None, 'V6722': None, 'V8203': None, 'V5348': None}","{'V1532': 0, 'V3319': 0, 'V6722': 0, 'V8203': 0, 'V5348': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5529"", ""lane"": ""3"", ""speed"": 65.74559981168859, ""distance_to_intersection"": 117.3662985777465, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V9392"", ""lane"": ""3"", ""speed"": 40.66347827153093, ""distance_to_intersection"": 309.9821149953452, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V5284"", ""lane"": ""1"", ""speed"": 38.00135195202322, ""distance_to_intersection"": 469.3103246519536, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V9110"", ""lane"": ""7"", ""speed"": 50.01436233285587, ""distance_to_intersection"": 450.09687626293527, ""direction"": ""west"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V5529': None, 'V9392': None, 'V5284': None, 'V9110': None}","{'V5529': 0, 'V9392': 0, 'V5284': 0, 'V9110': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4569"", ""lane"": ""7"", ""speed"": 71.64616019971791, ""distance_to_intersection"": 370.99309366830573, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V5784"", ""lane"": ""7"", ""speed"": 47.215177524592136, ""distance_to_intersection"": 263.1987913491422, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V6354"", ""lane"": ""4"", ""speed"": 28.47789286057245, ""distance_to_intersection"": 260.80486430834424, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V8165"", ""lane"": ""5"", ""speed"": 68.89134402974955, ""distance_to_intersection"": 403.42087986710783, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V9379"", ""lane"": ""1"", ""speed"": 28.398008604386305, ""distance_to_intersection"": 359.7760005204253, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V5784', 'vehicle2_id': 'V8165'}]",['Potential conflict: Vehicle V8165 must yield to Vehicle V5784'],"{'V5784': 1, 'V8165': 2, 'V4569': None, 'V6354': None, 'V9379': None}","{'V5784': 0, 'V8165': 1, 'V4569': 0, 'V6354': 0, 'V9379': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4490"", ""lane"": ""8"", ""speed"": 64.63427092050136, ""distance_to_intersection"": 241.29714824596383, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V1337"", ""lane"": ""3"", ""speed"": 55.70978278197963, ""distance_to_intersection"": 496.6140135282795, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V2764"", ""lane"": ""8"", ""speed"": 65.44374589224438, ""distance_to_intersection"": 457.3598111106954, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V8213"", ""lane"": ""7"", ""speed"": 41.068123708237486, ""distance_to_intersection"": 464.01657725168474, ""direction"": ""west"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V4490': None, 'V1337': None, 'V2764': None, 'V8213': None}","{'V4490': 0, 'V1337': 0, 'V2764': 0, 'V8213': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7482"", ""lane"": ""3"", ""speed"": 23.66583566144505, ""distance_to_intersection"": 420.81363101963007, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V7920"", ""lane"": ""1"", ""speed"": 22.453725379187624, ""distance_to_intersection"": 330.8921771686258, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6202"", ""lane"": ""2"", ""speed"": 26.271322706568903, ""distance_to_intersection"": 240.21100783055107, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V7958"", ""lane"": ""3"", ""speed"": 51.28655425078382, ""distance_to_intersection"": 475.65872074049935, ""direction"": ""east"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V6202', 'vehicle2_id': 'V7958'}]",['Potential conflict: Vehicle V6202 must yield to Vehicle V7958'],"{'V6202': 1, 'V7958': 2, 'V7482': None, 'V7920': None}","{'V6202': 0, 'V7958': 2, 'V7482': 0, 'V7920': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4830"", ""lane"": ""8"", ""speed"": 70.05489447913084, ""distance_to_intersection"": 291.8114080774585, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V3849"", ""lane"": ""2"", ""speed"": 78.32421976718904, ""distance_to_intersection"": 136.73863233681516, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V7699"", ""lane"": ""6"", ""speed"": 79.49183600703773, ""distance_to_intersection"": 492.5037286779549, ""direction"": ""south"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V4830': None, 'V3849': None, 'V7699': None}","{'V4830': 0, 'V3849': 0, 'V7699': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8260"", ""lane"": ""5"", ""speed"": 29.718267538314144, ""distance_to_intersection"": 370.44718475847554, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V4163"", ""lane"": ""4"", ""speed"": 29.503659922539473, ""distance_to_intersection"": 372.68836112686097, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V8733"", ""lane"": ""8"", ""speed"": 43.89875849429409, ""distance_to_intersection"": 226.81010010644027, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V1438"", ""lane"": ""7"", ""speed"": 60.023101064650334, ""distance_to_intersection"": 60.882685900977165, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V1961"", ""lane"": ""1"", ""speed"": 26.534878806344995, ""distance_to_intersection"": 418.75106046108095, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V8260', 'vehicle2_id': 'V4163'}]",['Potential conflict: Vehicle V4163 must yield to Vehicle V8260'],"{'V8260': 1, 'V4163': 2, 'V8733': None, 'V1438': None, 'V1961': None}","{'V8260': 0, 'V4163': 2, 'V8733': 0, 'V1438': 0, 'V1961': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8324"", ""lane"": ""8"", ""speed"": 73.67089582905606, ""distance_to_intersection"": 120.3568670394698, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V4705"", ""lane"": ""2"", ""speed"": 44.06941192920525, ""distance_to_intersection"": 214.10170418607336, ""direction"": ""north"", ""destination"": ""E""}]}",no,0,[],[],[],"{'V8324': None, 'V4705': None}","{'V8324': 0, 'V4705': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9938"", ""lane"": ""4"", ""speed"": 62.25990067323871, ""distance_to_intersection"": 339.01868342701766, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V9923"", ""lane"": ""3"", ""speed"": 57.67119502208838, ""distance_to_intersection"": 221.09596339003687, ""direction"": ""east"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V9938': None, 'V9923': None}","{'V9938': 0, 'V9923': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2047"", ""lane"": ""7"", ""speed"": 59.51286429797269, ""distance_to_intersection"": 343.9354826293079, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V4939"", ""lane"": ""7"", ""speed"": 43.86676176637525, ""distance_to_intersection"": 130.27059013661233, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V4867"", ""lane"": ""6"", ""speed"": 67.36358090141934, ""distance_to_intersection"": 334.3226358955106, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V7018"", ""lane"": ""2"", ""speed"": 60.711084740059846, ""distance_to_intersection"": 488.8004233156581, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V4321"", ""lane"": ""1"", ""speed"": 76.433596657701, ""distance_to_intersection"": 369.36179346714397, ""direction"": ""north"", ""destination"": ""F""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V2047', 'vehicle2_id': 'V4867'}, {'vehicle1_id': 'V4867', 'vehicle2_id': 'V4321'}]","['Potential conflict: Vehicle V2047 must yield to Vehicle V4867', 'Potential conflict: Vehicle V4867 must yield to Vehicle V4321']","{'V4321': 1, 'V4867': 2, 'V2047': 3, 'V4939': None, 'V7018': None}","{'V4321': 0, 'V4867': 2, 'V2047': 1, 'V4939': 0, 'V7018': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7299"", ""lane"": ""5"", ""speed"": 61.785581912414116, ""distance_to_intersection"": 378.67741555047604, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V3677"", ""lane"": ""3"", ""speed"": 56.550015482132494, ""distance_to_intersection"": 259.081876714141, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V6684"", ""lane"": ""3"", ""speed"": 61.78307344511204, ""distance_to_intersection"": 127.46366014372187, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V7299': None, 'V3677': None, 'V6684': None}","{'V7299': 0, 'V3677': 0, 'V6684': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9431"", ""lane"": ""7"", ""speed"": 41.59205488278927, ""distance_to_intersection"": 300.58190153375665, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V4945"", ""lane"": ""5"", ""speed"": 67.4019987523825, ""distance_to_intersection"": 251.51206223318766, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V1976"", ""lane"": ""3"", ""speed"": 31.87573866945939, ""distance_to_intersection"": 473.4196292496033, ""direction"": ""east"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V9431': None, 'V4945': None, 'V1976': None}","{'V9431': 0, 'V4945': 0, 'V1976': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5973"", ""lane"": ""7"", ""speed"": 73.93207494379438, ""distance_to_intersection"": 319.82916931672224, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V9821"", ""lane"": ""8"", ""speed"": 40.100164439980134, ""distance_to_intersection"": 319.49602311181746, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V6328"", ""lane"": ""6"", ""speed"": 63.545313340825054, ""distance_to_intersection"": 481.1808256468604, ""direction"": ""south"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V9821', 'vehicle2_id': 'V6328'}]",['Potential conflict: Vehicle V9821 must yield to Vehicle V6328'],"{'V6328': 1, 'V9821': 2, 'V5973': None}","{'V6328': 0, 'V9821': 1, 'V5973': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2186"", ""lane"": ""1"", ""speed"": 20.33397749801935, ""distance_to_intersection"": 142.20630287035846, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V2008"", ""lane"": ""8"", ""speed"": 39.98177359273092, ""distance_to_intersection"": 305.43028398402043, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V3637"", ""lane"": ""2"", ""speed"": 41.75302453734207, ""distance_to_intersection"": 269.861280697481, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V3612"", ""lane"": ""8"", ""speed"": 67.04380713843443, ""distance_to_intersection"": 65.01257403184678, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V3447"", ""lane"": ""4"", ""speed"": 51.58893997155247, ""distance_to_intersection"": 184.15759145061747, ""direction"": ""east"", ""destination"": ""E""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V2186', 'vehicle2_id': 'V2008'}]",['Potential conflict: Vehicle V2008 must yield to Vehicle V2186'],"{'V2186': 1, 'V2008': 2, 'V3637': None, 'V3612': None, 'V3447': None}","{'V2186': 0, 'V2008': 0, 'V3637': 0, 'V3612': 0, 'V3447': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3861"", ""lane"": ""1"", ""speed"": 70.29835258544074, ""distance_to_intersection"": 437.5595840675861, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6618"", ""lane"": ""3"", ""speed"": 21.57136827924241, ""distance_to_intersection"": 263.9745651644613, ""direction"": ""east"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V3861': None, 'V6618': None}","{'V3861': 0, 'V6618': 0}"
